"CPSID","COUNTY","weight","hhsize","FSTOTXPNC_perpers","FSSTATUS","FSSTATUSMD","FSFOODS","FSWROUTY","FSBAL","FSRAWSCRA","FSTOTXPNC","FAMINC","female","hispanic","black","kids","elderly","education","married","femhispanic"
"20211102097000","0",4470.9203,4,107.5,1,1,1,99,99,0,430,1,3,0,0,1,0,2,2,0
"20211102097000","0",4470.9203,4,107.5,1,1,1,99,99,0,430,1,3,0,0,1,0,2,2,0
"20211102097000","0",4470.9203,4,107.5,1,1,1,99,99,0,430,1,3,0,0,1,0,2,2,0
"20211102098400","0",3772.9303,1,130,1,1,1,99,99,0,130,1,0,0,0,0,1,1,0,0
"20211102099000","0",4969.384,3,66.6666666666667,1,1,1,99,99,0,200,1,1,2,0,0,0,1,0,0
"20211102099000","0",4969.384,3,66.6666666666667,1,1,1,99,99,0,200,1,1,2,0,0,0,1,0,0
"20211102099000","0",4969.384,3,66.6666666666667,1,1,1,99,99,0,200,1,1,2,0,0,0,1,0,0
"20211102104600","0",3948.1363,4,80,1,1,1,99,99,0,320,1,2,0,0,2,0,2,2,0
"20211102104600","0",3948.1363,4,80,1,1,1,99,99,0,320,1,2,0,0,2,0,2,2,0
"20211102104600","0",3948.1363,4,80,1,1,1,99,99,0,320,1,2,0,0,2,0,2,2,0
"20211102104600","0",3948.1363,4,80,1,1,1,99,99,0,320,1,2,0,0,2,0,2,2,0
"20211102105100","0",4204.3988,1,340,1,1,1,99,99,0,340,1,0,0,1,0,1,1,0,0
"20211102105800","0",3674.0591,3,133.333333333333,1,1,1,99,99,0,400,1,2,0,0,1,0,2,2,0
"20211102105800","0",3674.0591,3,133.333333333333,1,1,1,99,99,0,400,1,2,0,0,1,0,2,2,0
"20211102105800","0",3674.0591,3,133.333333333333,1,1,1,99,99,0,400,1,2,0,0,1,0,2,2,0
"20211102109200","17097",3478.9399,1,140,1,1,1,1,1,0,140,1,1,0,0,0,1,0,0,0
"20211102109500","17111",3476.9158,4,102.5,1,1,2,1,1,0,410,1,3,0,0,2,0,0,2,0
"20211102109500","17111",3476.9158,4,102.5,1,1,2,1,1,0,410,1,3,0,0,2,0,0,2,0
"20211102109500","17111",3476.9158,4,102.5,1,1,2,1,1,0,410,1,3,0,0,2,0,0,2,0
"20211102109500","17111",3476.9158,4,102.5,1,1,2,1,1,0,410,1,3,0,0,2,0,0,2,0
"20211102110300","0",4349.2443,1,4,3,4,3,3,2,8,4,3,1,0,0,0,0,0,0,0
"20211102112800","0",4470.9203,3,333,99,99,99,99,99,99,999,99,1,0,0,0,0,2,2,0
